cid,smiles
155007,CC(C=O)C1CCC(O1)(C)C=C
155290,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl
155434,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]
155626,CC(=C)C1CCC(C=C1)(C)O
155708,CCOC1=C(C=CC(=C1)C=O)OC(=O)C
155771,CCCCCC#CC(=O)OCC=C
156273,CCCCC1OCC(O1)C
156549,CCCCCCCCCCCC=CC=C
156605,CC(CC(C)(C)C#N)C1=CC=CC=C1
157342,CCOC(=O)[C@@]12CCC[C@@H]1[C@H]3CC[C@@H]2C3
157995,C[C@]12CCCC(C1=CC(=O)O2)(C)C
158410,CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C
158825,CSCSSCSC
159055,C[C@@]12CC[C@@H](C1(C)C)CC2=O
160065,CCC(C)(CCC1=CC=CC=C1)OC(=O)C
160138,C1CC2C3CC(C2C1CO)CC3CO
160166,C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N.Cl.Cl
160226,C(C=O)S(=O)(=O)O
160419,C(CC(=O)[O-])C(=O)[O-]
160434,C(C(C(=O)[O-])O)C(=O)[O-]
160436,C1=CC2=C(C=C1O)C(=CN2)CCN.Cl
160641,CCOC(=O)C(C)C1CCCCC1
160799,CC1=C[C@H]2[C@@H](CC[C@]([C@@H]2CC1)(C)O)C(C)C
160960,[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4]
161104,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl
161528,CCCCC=CCC(=O)OCC
161675,CC(=O)OCC1CCC2C1C3CCC2C3
161676,C1CC2CC1C3C2C(CC3)C=O
161683,C[C@@H]1CC[C@@H]2C13C[C@H](C2(C)C)C(=CC3=O)C
161720,CCC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl
161803,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl.Cl
161875,CCCCCCCCCCCCC1CCC1=O
161936,CCC(C)C1CCCCC1(C#C)OC(=O)C
161949,CC1(CCCCCCCCCCC1)OC
161960,CCCCC1COCC(C1OC(=O)C)C
161993,CCCC1C2CC(C1C=O)C=C2
162002,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC=O
162027,CCOC(C)OC(C)(CCC=C(C)C)C=C
162030,CCCCCC1C(CCC1=O)CC(=O)C
162053,CC(CCCC(C)(C)OC)C(C)O
162061,COCOC1CCCCCCCCCCC1
162184,CC1CCC(C2(C1)OCC(O2)CO)C(C)C
162239,CCCOC(=O)C(C)CC
162248,CCC(C)C1CCCCC1(C=C)OC(=O)C
162249,CCCCCCC1C(CCC1=O)C(=O)OC
162267,CCCCCCCCCCC(C)C=O
162268,C1CCCCCC(=O)CCCC=CCCCC1
162275,COC(=O)C1=CC=CC=C1N=CC2=CC=CC=C2
162292,CC1=C(SC=N1)C(=O)C
162293,CCC1=C(N=C(S1)C)C
162294,CC(CCCC(=C)C)OC(=O)C
162309,CC(=CCCC(=CCCC1=CC=NC=C1)C)C
162363,CCCCCCC=C1CCCC1=O
162392,C=CCCCCCCCC=O
162409,COC(=O)C=C1CCCC1
162413,CC(C)CCCCCCOC(=O)C
162418,CC(CCC=C(C)C)CC(C)O
162452,CC1(CCC=C2C1CCC(C2)(C)O)C
162458,COC(=O)C1=CC=CC=C1NC=O
162476,CC(=O)OC(C)(CCC1C(O1)(C)C)C=C
162479,CC(C)CCCC(C)C(=C)O
162481,CC1CC2C3CCC(C3)C2CC1=O
162493,C1=CC=C(C=C1)CCOCC=O
162500,CCC=CCOC(=O)C
162512,CC(=O)C1C2CCC(C2)C1(C)C
162566,CCCCCC=C(C)C=O
162595,CCCC(C)C=NC1=CC=CC=C1C(=O)OC
162626,CCC(C)COC(=O)C1=CC=CC=C1O
162627,CCCC(=O)OCC(C)CC
163236,CC(C)COC(=O)C=CC1=CC=CO1
163259,CCC(=O)CCC1C(=CCCC1(C)C)C.C#CCO
163261,CCCCCCCC(COC(=O)C)OC(=O)C
163263,C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C
163400,CCOC(C)OC(C)(CCCC(C)C)C=C
163414,CCC(C)C(=O)N(C)C1=CC=CC=C1
163418,CCC1(C2(CCCC1(CC2)C)C)O
163529,COC1CC2CC1C3C2CC(C3)C=O
163546,CC1OCC2(CC3CCC2C3)CO1
163588,CCCC(C)COC(=O)C(C)CCC
163620,CCOC(=O)OC1C(CCC(C1C)C)C
164355,CCC1=CC=C(C=C1)CC(C)(C)C#N
164422,CCC(COC1CCCCC1C(C)(C)C)O
164547,C(=CC(=O)[O-])C(=O)[O-]
164623,CCC(C)C(C(=O)O)O
164652,CCNCC(C1=CC(=CC=C1)O)O.Cl
164739,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N
164888,CC1=C[C@H]([C@@H]2C[C@H]1C2(C)C)O
165193,CC(C)NC[C@@H](COC1=CC=CC2=CC=CC=C21)O.Cl
165224,CSCCCCCCN=C=S
165266,CC1(C2CCC(C1C2)C=O)C
165337,CC(C)C(=O)[O-]
165542,CS(=O)(=O)O.C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
165675,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C
166220,CC1=CCC(C1(C)C)CCC(C)CO
166222,CCC(=O)C(=CC1C(=CCCC1(C)C)C)C
166246,CC1(C(O1)C(=O)OC)C2CC3CC2C=C3
166257,CC(=CCCC(C)(C)OC(=O)C)C=C
166302,CC(=CCOC(=O)C=C(C)C)C
166341,CCCCCCCCCCOCC=O
166343,CCCCCCCCC=NC1=CC=CC=C1C(=O)OC
166354,COC1=C(C=CC(=C1)C=NC2=CC=CC=C2C(=O)OC)O
166364,CC1=CCCC(C1)C(=O)CC(=O)CC(C)C
166371,CCCCCCCCCCOC(=O)CC(C)C
166374,CC1(CCCC2=C1CC(CC2)C#N)C
166406,CCCCCCCCCCCCC1CCOC1=O
166450,CC12CCCC(C1=NO)(CC2)C
166504,CCCCC1COC2(O1)CCCC2
166517,CC(C)OCCOC(=O)C1=CC=CC=C1O
166523,CCCC(C)C1OCC(CO1)(C)CCC
166527,C1CCC(CC1)OCCC2=CC=CC=C2
167606,[H+].CCN
167656,[H+].CCN(CC)CC
167812,C[C@H]1CC[C@@H]2[C@]13CC(=C(C)C)[C@](O3)(C=C2C)O
167980,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl
168696,CCC(=O)C=CC1C(=C)CCCC1(C)C
168965,C1CCC(CC1)C(=O)[O-]
168993,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1.C(C(C(=O)O)O)C(=O)O
169068,CCCCCC(CC)(O)O
169110,CC(=O)C1=NCCS1
169211,CC1(C2CC=C(C1C2)CC=O)C
169223,CCCCCCCCC(=O)OCC(C)C
169321,CC(C)CCCCCOC(=O)C
169563,C1=CC=C(C=C1)C(C=O)O
169665,CC(C)CCCCCC=O
169812,CC(C)C1CCC(CC1)CC(C)C(=O)C
169818,CC(CCCC(=C)C)CO
169830,CCC1=CC=C(S1)C=O
170239,CC(=CCCC(C)(C=C)S)C
170284,CC(C)CCCC(C)CC#N
170344,CCC1=C(C(=CC=C1)CC)NC(=O)CN(CC(=O)O)CC(=O)O
170367,CC(=O)OC1CN2CCC1CC2.Cl
170623,CCCCCCCCCCCCCC(=O)OCCCCCC
170687,C1CCCCCC2COCC2CCCC1
170755,CCCCCCCCCCOC(=O)CS
170833,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C
170948,CCCC(=O)OCC(C)OC(=O)CCC
170977,CCCCCCCC(C=C)O
171548,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
172092,C/C=C/C(C)C
172501,CC(C)CC(C)CCCC(C)O
172843,CC1CC(CC(=O)O1)(C)C
172844,CCC1OCC2(CC(=CCC2C)C)CO1
173058,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)OC)C
173312,CCCCCC(=O)OCSC
173534,CCCCCC(=O)OCC=C(C)C
173535,CC(C)C(=O)OCC=C(C)C
173840,CCCC(=C)O
173843,CCCCC1C2=C(C=CCC2)C(=O)O1
174183,CC1C2C3CC(C2C=C1C)C(C3)O
174490,CC(C)C(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C
174766,CC1=CC2=C(C(=C1C=O)OC)C(CCC2(C)C)(C)C
174845,CCC12CCC(C1)C(C2)C3(CCCCC3)O
175002,CC(=O)OC1CC2CCC1(OC2(C)C)C
175039,CC1C2CC(C2(C)C)CC1S
175127,C=CCCCCCCCCC(=O)OCCC1=CC=CC=C1
175170,CCOC1=NC=CN=C1C(C)C
175173,CCOC(=O)C1=C(CCCC1(C)C)C
175211,CCOC(C)(CCC=C(C)C)C=C
175216,CC(C)C1=CC=C(C=C1)CC(C)C2OCCO2
175220,CCCCCCCOCC(=O)CO
175231,CC(CCC=C(C)C)CCOC(CC1=CC=CC=C1)OCCC2=CC=CC=C2
175366,CCC1=NC=CN=C1SC
175381,CCCC(=O)OC(C)(C)[C@@H]1CC[C@@H](C2=C(C1)[C@H](CC2)C)C
175481,C[C@@H]1CC[C@@H]2C13CC[C@]([C@H](C3)C2(C)C)(C)C(=O)C
175533,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl.CC1=CC=C(C=C1)S(=O)(=O)[O-]
175540,CC(C)NC[C@@H](COC1=CC=C(C=C1)CC(=O)N)O
175553,CCCCCCCC(CCCC(=O)OCC(CO)O)O
175572,CC(C)OC(=O)CC1=CCCCC1
175596,CC1CCC2(CC1)CCC(=O)O2
175606,CC1CC[C@H](C(=O)C1)C(C)(C)OC(=S)C
175609,CCC1=C(C(CCC1C)(C)C)C(=O)OCC
175612,CC1(CC(C2=CCCCC21)(C)C=O)C
175661,CC1=CCC(CC1)C(C)CC2CCCC2=O
175948,CC1=CC(=CC=C1)CC(C)(C)CO
176439,CC=CC1=CC(=C(C(=C1)OC)O)OC
176870,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
176926,CCCCCCCCCCCCCCCCCCC=O
176983,CC1=CC=C(CC1)C(=C)C
177050,C[C@@H](CO)C1=CC=CC=C1
177069,CC(=O)ON
177602,CC1=CCCC(=CCC(=C(C)C)CC1)C
178406,CCC12CCCC(O1)(OC2)C
180122,CC1C2CC3CC1C(C(C2)C3=C)O
180559,CC(C)NC[C@H](COC1=CC=C(C=C1)CC(=O)N)O
181106,CCCCCCC(=O)C=C
181287,CC1C(=NC(S1)C)C
181458,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
181574,CC(=O)C=CC12C(CC(CC1(O2)C)O)(C)C
181575,CCC=CC=CC(=O)C
181978,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O.O.O
182132,CCC=CC=CC=C
182502,CCC=CCC(=O)C=C
183870,CCCCCC[C@@H]1CCC(=O)O1
184493,CC1(CCCCC(C1(CC=C)O)(C)C)C
184852,C=CCCCCN=C=S
185984,CCCCCCC=CO
187947,CCCCCCCCCCC=CO
189821,CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C
190541,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O.CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O.OS(=O)(=O)O
191324,C1=CC=C(C=C1)C(=O)ON
193087,CCCC(=CC(=O)O)C
193458,COC1=CC=C(C=C1)C(=O)OCC(=O)O
193527,CC(=O)C1(CC2(C(O1)(OC(O2)(C)C(=O)C)C)O)C
193586,CCCCCCC(CC=O)O
194462,CC(C)C=NOC
195164,C1CC2=CC=CC=C2C3=NN=C(C=C3C1)NCCN4CCOCC4.Cl.Cl
196122,CCOC1[C@@H]([C@H]([C@H](O1)[C@@H](COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O
196435,CC1(CCCC2(C1CCC3C2CCO3)C)C
197162,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]
197407,CCC=CCCCCC1C=COC1=O
197583,C[C@@H](C1=CC(=C(C=C1)Cl)Cl)NC[C@@H](CP(=O)(CC2CCCCC2)O)O.Cl
197712,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
198015,CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2.Cl
198334,CNCCC1=CC=CC=N1.CS(=O)(=O)O.CS(=O)(=O)O
198512,CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C
200103,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-]
200164,C(CCC(=O)[O-])CC(=O)[O-]
202225,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H]
205986,CCC=CCC(C=C)O
206037,CSCCCCCN=C=S
207841,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl
208861,CCCCCC(=O)OCC=CC
208862,CCCCCC(OCCC(C)C)OCCC(C)C
208863,CCCCCC(OCCCC)OCCCC
208867,CCCCCC(=O)OC(C)CCC
210704,CCCC(CCO)O
212930,CC(=O)C=CC1=CC=CO1
215850,CN1CCNC2=CC=CC=C21
216439,CC1=CCC(CC1OC(=O)CC(C)C)C(=C)C
216442,COC(=O)C1=CC=CC=C1N=CC=CC2=CC=CC=C2
217048,CCN(CC)C1=CC(=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)N(C)C)S(=O)(=O)NCC[N+]3=CC=CC=C3.[Cl-]
219099,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.Cl
219171,CCCCOC(C1=CC=CC=C1)OCCCC
219357,C=C1CCCC=C1
219500,CCC(C)(C)C(=O)C(C)(C)C
219672,CC(C)CC(=O)CC1=CC=CC=C1
219794,CCCC(C(=O)CCC)O
219904,CC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
220001,CC(C(C(C(C=O)O)O)O)O
220036,CCCC(=O)CC(=O)C1=CC=CC=C1
220080,CCCC(=O)C(CC)C(=O)OCC
220118,COC1=CC(=C(C(=C1)OC)OC)OC
220674,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C
221069,CCCOC(=O)CCC(=O)C
221166,CCOC(=O)C(C)OC(=O)C
221169,CC(C=O)C1=CC=C(C=C1)OC
221194,C1=CC=C(C=C1)COCCCCCO
221305,CCCCCCCCC(=CC1=CC=CC=C1)C=O
221393,C1CCC(CC1)CCOC=O
221417,CCCCCC(=O)OCCCC1=CC=CC=C1
221455,CCC(=O)O[C@@H]1C[C@@H](CC[C@H]1C(C)C)C
221493,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
221634,CCOC(=O)CCC1(OCC(O1)C)C
221641,CCCOC(=O)CC1=CC=CC=C1
221644,CCOC1=CC=CC=C1C(=O)OCC
221663,CC1C(OC(O1)C2=CC=C(C=C2)OC)C
221668,CCC1(OCC(C(O1)C(C)C)(C)C)C
221691,CCCCCCOC(=O)CC1=CC=CC=C1
221704,CC1CC(OC(O1)C=CC2=CC=CC=C2)(C)C
221740,CCC(C)C1CCC(CC1)OC(=O)C
221785,CC1=CC=C(C=C1)C(=O)C=CC2=CC=CC=C2
222285,C([C@H]([C@H](CO)O)O)O
222528,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
222656,C([C@@H](C(=O)O)O)C(=O)O
222786,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
223147,C1CCN(CC1)C(=O)C=CC2=CC=CC=C2
223368,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O
223944,CCCCOC(=O)C(C)OC(=O)C
223997,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CCC4=O)C
224246,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O
225856,CC1C(OC(O1)C2=CC3=C(C=C2)OCO3)C
225936,C[C@H]([C@@H](C)O)O
226486,COC1=CC(=CC(=C1O)OC)CC=C
226902,CCCC(C)C(=O)OCC(C)C
226912,CCCC(C)C(=O)OCCC(C)C
226920,CCCCCCOC(=O)C(C)CCC
227085,COC(=O)C1=CC=NC=C1
227544,CC(C)CCCOC(=O)C1=CC=CC=C1
227829,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O
227875,CCCCCCOC(=O)C(CC)CC
228011,CC1(C(O1)C(=O)OC)C2=CC=CC=C2
228303,CC(C)C1CCC(CC1)OC(=O)C
228340,CCCCCCC1CCC(=O)CC1
228524,CC(=O)CC1=NC2=CC=CC=C2C=C1
228548,CC(=O)CC(OC)OC
228583,CC(=O)CC1=CC=CO1
228588,CCCC(=O)C1=CC=CO1
228604,CC(=C)CCC(=O)C
228739,CCC(=O)OC1=C(C=CC(=C1)C)C(C)C
228757,CCCCCCCCCOC=O
228769,CCCCCCCCOC(=O)CC(C)C
228776,CCCCCCCOC(=O)C1=CC=C(C=C1)OC
228927,CC1CC(OC(O1)CCC2=CC=CC=C2)(C)C
228984,CCCC1=CC=C(C=C1)CC(C)C=O
228986,CCC(CC1=CC=C(C=C1)C(C)C)C=O
228987,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O
228993,CC(=CC1=CC=C(C=C1)OC)C=O
228997,C1CC(CC=C1)C=CC=O
229153,CCCCCCCCCCC1OCC(O1)C
229377,CCCCCCC(=O)OCCC
229382,CCCCCCCCCCCOC=O
229385,CCCCCCCCCCOC(=O)CC
229387,CCCCCCCCCCOC(=O)CCC
229659,CCCCCC1OCC(CO1)(C)C
229663,COCC1COC(O1)CC2=CC=CC=C2
229784,CCCCCCCC(=O)OC(C)CC
229888,CCCCCCCC(=O)OCCC1=CC=CC=C1
230525,CC1C(OC(O1)CC2=CC=CC=C2)C
230984,CC(CC1=CC=CC=C1)COC(=O)C
230995,COC1=CC=C(C=C1)C=CC=O
231031,CC(CCC=C(C)C)CCOC(=O)CCl
231168,C1=CC=C(C=C1)CC2=CNC3=CC=CC=C32
231325,CCCCC(=O)C1=CC=CO1
232444,CCC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-]
234237,CCCCCCC(CCOC(=O)C)O
235414,C1CCCCCCCOC(=O)CCCCCC1
236456,CC(C1=CC=CC=C1)OC(=O)C2=CC=CC=C2
236687,CC1COC(O1)C(C)C2=CC=CC=C2
236702,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C
237217,CCC(CC(C)C)C(=O)OC(C)C
237332,C1=C(OC(=C1)C=O)CO
237561,CC(=O)CCC1=CC(=C(C=C1)OC)OC
238286,CC(=O)OC(C1=CC2=C(C=C1)OCO2)OC(=O)C
238287,CC(=O)OC1=C(C=C(C=C1)C(OC(=O)C)OC(=O)C)OC
238307,CCCCCC1=CN=CC=C1
238498,CCCC(=O)CC(=O)OCC
240115,CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
240119,CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C
240120,CCCCOC(CC1=CC=CC=C1)OCCCC
240121,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C
240122,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(=O)C
240123,CC(C1=CC=CC=C1)C(OCC2=CC=CC=C2)OCC3=CC=CC=C3
240188,CC(=C1CC=C(C1)C(=O)C)C
240230,CC(CCC=C(C)C)CO
240437,CC1=C(C(=CC=C1)C(=O)C)O
240925,CC1=CC(=C(C(=C1)OC)O)OC
242139,C1=CC=C(C=C1)C(COC=O)OC=O
243587,CCCOC1=CC2=CC=CC=C2C=C1
243670,CCCCC(C)OC(=O)CCC
243675,CCCC(=O)OCC1=CC=C(C=C1)OC
243691,CCCCCCCCCCCCOC(=O)C(C)C
243783,CCCC(=O)OC1CCCCC1
243786,CC(C)OC(=O)C1=CC=C(C=C1)OC
243787,CCCOC(=O)C1=CC=C(C=C1)OC
243793,CCCCCOC(=O)C1=CC=C(C=C1)OC
243799,CCCCCC(=O)OCC=CC1=CC=CC=C1
243803,CCCCCCCCCCCCOC(=O)CC(C)C
244468,CCCC(=O)OCCCCCCCCCC=C
244473,CC(C)C(=O)OCCCCCCCCCC=C
245572,CCCCCCCCCCCCOC(=O)CCC
245601,CCCCCCC(=O)CC(=O)OCC
246089,CCCCCCCC1(OCC(O1)C)C
246728,CCCCCC(=O)CC
246929,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C
247839,C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C
248488,C(CCCCS)CCCCS
248755,COC(CCCCCCC(OC)OC)OC
249494,CC(CCCC(C)(C)O)CCO
249519,CC(C)C(=O)OCC(C)OC(=O)C(C)C
249823,C1CCC(CC1)OCOC2CCCCC2
250075,COC(=O)C1CC2CC1C=C2
250096,C/C=C(\C)/C(=O)OCC1=CC=CC=C1
250948,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC(=C)[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
251199,CC(C)OC(=O)CC1CCCCC1
251209,CCCOC(=O)CCC1CCCCC1
251216,CCCC(=O)OCCCOC1=CC=CC=C1
251238,CCCCCCCCC(=O)OC1CCCCC1
251513,C1CCC(CC1)OC(=O)C=CC2=CC=CC=C2
251529,CC(=CCCC(C)(C=C)OC(=O)CC1=CC=CC=C1)C
251530,CCCC(=O)OCC(=C)C
251531,C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2
251532,CC(=CCCC(=CCCC(C)(C=C)OC=O)C)C
252322,CCC1CCC1
254373,CC(C)COC1=CC=CC=C1
254555,CCOC(=O)C1CCC(CC1)C(=O)OCC
256028,CCCCC(C1=CC=CC=C1)C(=O)OCC
256071,C1=CC=NC(=C1)CS
256348,CC(C)C(CC(=O)C)O
257962,CC(=C)COC1=CC=C(C=C1)OC
259414,CC(=C)C1=CC=C(C=C1)OC
259994,C[C@H](CO)O
261258,CC12CCC3C(C1CC=C2)CCC4=CC(=O)CCC34C
261491,C[C@@H]1[C@H]2C[C@]2(CC1=O)C(C)C
261531,COC(=O)C1CC2CCC1C2
263034,C1=COC(=C1)COCC2=CC=CO2
263167,COC(=O)CCC1=CC=CO1
263626,CC1C(SC(=N1)C)C
264891,CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
267569,CNC1=CC=CC=C1C=O
267889,C1OC2=C(O1)C=C(C=C2)CC=O
269945,C(CC(=O)CCCC(=O)O)CC(=O)O
278476,CC(=CCCC(=CCOC(=O)CC(=O)C)C)C
279117,CCOC(=O)C1=CC=CC=C1NC(=O)C
280190,CCCC(=O)CCCC(=O)O
280289,CC1=C(N=CS1)CCO
280943,CC(CCC=C)C=C(C)C
281254,COC(=O)CCCC1=CC=CC=C1
282795,C1=CC=C(C=C1)CC2=CC=C(O2)C=NO
285096,CCCCCCCOCC1=CC=CC=C1
285097,CCCCCCC1(CCC(=O)O1)C
285286,CCOC1=C(C=C(C=C1)C=CC)OC
287439,CC(C)CC(=O)OC1CCCCC1
287687,CC1=CCC2(CCC(C2(CC1)O)C(C)C)C
288220,CC(=CCCC(=CCC(=O)C)C)C
288227,CC1CCC=C2C1(CC(CC2)C(=C)C)C
289151,CC1(CCCC2(C3C1C(C2=C)CC3)C)C
289729,CC1CC(=O)C=C(C2C1CC(=C(C)C)C2)C
290132,CCCCCCC(CCC1=CC=CC=C1)O
290299,CCOC(=O)COCC1=CC=CC=C1
292856,CCCC(C)(C)SSC(C)(C)CCC
293661,CCC(CC1=CC=CC=C1)C=O
300689,C1=CC=C(C(=C1)O)OCCOCCOC2=CC=CC=C2O
301002,CCC(C1=CC=CC=C1)NC
305551,CCOC(=O)C1CCC(=O)O1
307343,COC(=O)C1=CC=CC=C1NC(=O)CC2=CC=CC=C2
312915,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32.C(=O)(C(=O)O)O
313515,CCC(CO)C(=O)OCC
316203,CC(C)(C)OC(=O)CC1=CC=CC=C1
316627,C1CCC(CC1)CC=O
316771,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2
316794,CC(C1=CC=C(C=C1)OC)C(=O)C
318283,C1=CC=C(C=C1)C=CC(CO)O
324224,CC(C)C1CCC2(C1C3C2CCC3=C)C
324305,CCC1=CNC2=CC=CC=C21
325390,CCCCCCCOCC(=O)O
325392,CCCCCCCCOCC(=O)OC
328893,CCCCCCOC(=O)C1=CC=C(C=C1)OC
329983,CC1CCC2=C(C1)OC=C2C
341779,CC(=CCCC1(C2CCC(O1)(CC2)C)C)C
345617,CSCCCC(=O)N
346273,C1=CC=C(C=C1)CCCOC(=O)C2=CC=CC=C2
346281,C1=CC=C(C=C1)OCCOC=O
346286,CC(C1=CC=CC=C1)OC=O
346355,CCCCCC(=CC1=CC2=C(C=C1)OCO2)C=O
346429,CC(C)(CCCC1=CC=CC=C1)O
347077,C1=CC=C(C=C1)C(=O)OCCOC2=CC=CC=C2
347490,CC(C)OCC1=CC=CC=C1
347508,CCCCCCCCOCC1=CC=CC=C1
347577,COC1=CC=CC(=C1O)CC=C
347744,CC(C)C(=O)OCCC1CCCCC1
347794,CCOC1=CC=CC=C1C(=O)OC
347827,CCCC1OCC(O1)CO
347969,CCC(=O)C1=CC=CC=C1OC
348502,CCC(=O)OC1=CC=CC=C1OC
348812,CCCCCCC(OCCCC)OCCCC
348846,CC1(C(CCC1(C)C(=O)OC)C(=O)OC)C
349945,CCCCCC(=O)OCC(C)OC(=O)CCCCC
350107,CCCC(=CC1=CC=CC=C1)C=O
357772,CCOC(=O)CCCO
369312,CC(=C)[C@H]1CCC(=CC1)CO
381152,CC1=CC(=O)C(=C(C)C)CC1
390807,CC1=CC(=O)OC2=C1C=CC(=C2)OC
399848,CSCSCSC
403919,CC1=CCC(CC1)C(=C)CCC=C(C)C
